Game Started: 2025-07-31_14-28-51
Turn,FactionID,Population,Soldiers,Territory
10,1,206,13,10
10,2,210,13,10
10,3,273,12,9
10,4,374,12,9
10,5,141,13,10
20,1,163,15,11
20,2,139,15,11
20,3,283,13,9
20,4,178,16,12
20,5,123,14,10
30,1,40,17,11
30,2,90,18,14
30,3,297,14,9
30,4,153,19,14
30,5,194,15,11
40,1,113,18,11
40,2,232,19,14
40,3,313,16,11
40,4,239,21,15
40,5,180,16,11
50,1,164,19,11
50,2,184,22,16
50,3,204,18,12
50,4,327,23,16
50,5,78,18,12
60,1,35,20,11
60,2,146,24,16
60,3,250,19,12
60,4,271,26,17
60,5,179,19,13
70,1,89,22,11
70,2,208,26,17
70,3,260,22,15
70,4,356,28,17
70,5,121,21,14
80,1,152,23,11
80,2,165,28,17
80,3,285,24,16
80,4,205,31,19
80,5,79,23,15
90,1,27,24,11
90,2,160,31,19
90,3,268,27,18
90,4,315,35,21
90,5,140,24,15
100,1,100,26,11
100,2,201,33,19
100,3,207,30,19
100,4,271,40,25
100,5,103,26,16
110,1,99,28,12
110,2,230,35,19
110,3,267,32,19
110,4,362,43,26
110,5,172,27,16
120,1,76,30,13
120,2,256,37,19
120,3,310,34,19
120,4,174,48,28
120,5,129,29,17
130,1,83,32,14
130,2,213,40,20
130,3,271,37,20
130,4,313,51,29
130,5,231,31,19
140,1,195,33,14
140,2,185,44,23
140,3,331,39,20
140,4,354,55,31
140,5,144,33,19
150,1,131,35,14
150,2,139,47,23
150,3,283,42,21
150,4,372,59,32
150,5,86,36,21
160,1,194,37,15
160,2,141,52,27
160,3,281,45,22
160,4,184,64,33
160,5,123,38,22
170,1,71,40,16
170,2,97,55,28
170,3,166,49,24
170,4,307,67,33
170,5,119,41,24
180,1,162,42,17
180,2,219,61,32
180,3,307,51,24
180,4,220,73,38
180,5,163,44,26
190,1,15,45,19
190,2,208,66,34
190,3,356,55,27
190,4,321,79,40
190,5,194,46,26
200,1,61,49,21
200,2,202,70,34
200,3,311,54,26
200,4,287,79,44
200,5,62,49,28
210,1,142,51,21
210,2,151,75,37
210,3,383,57,27
210,4,239,84,45
210,5,67,53,31
220,1,165,54,22
220,2,133,82,42
220,3,214,62,31
220,4,230,92,50
220,5,99,56,32
