Game Started: 2025-07-31_15-32-43
Turn,FactionID,Population,Soldiers,Territory
10,1,126,13,9
10,2,104,14,10
10,3,85,13,9
10,4,60,14,10
10,5,74,14,10
20,1,120,15,10
20,2,152,15,10
20,3,33,15,10
20,4,73,15,10
20,5,108,15,10
30,1,81,18,12
30,2,21,16,10
30,3,43,16,10
30,4,57,17,11
30,5,182,19,14
40,1,82,21,14
40,2,124,18,10
40,3,65,17,10
40,4,10,19,13
40,5,109,22,15
50,1,17,22,14
50,2,191,19,10
50,3,171,20,13
50,4,98,21,13
50,5,176,25,17
60,1,159,25,15
60,2,48,22,11
60,3,27,22,14
60,4,125,23,14
60,5,178,27,17
70,1,126,28,16
70,2,93,24,12
70,3,123,24,14
70,4,193,25,15
70,5,93,30,18
80,1,84,31,17
80,2,129,27,14
80,3,49,26,14
80,4,38,29,17
80,5,69,33,19
90,1,95,33,17
90,2,59,29,14
90,3,72,29,16
90,4,120,32,19
90,5,49,35,20
100,1,64,37,19
100,2,139,31,15
100,3,78,34,20
100,4,148,34,19
100,5,79,39,21
110,1,71,41,21
110,2,116,33,15
110,3,84,38,22
110,4,87,37,20
110,5,137,42,22
120,1,102,45,23
120,2,36,36,17
120,3,126,41,23
120,4,70,40,21
120,5,115,47,25
130,1,130,51,27
130,2,73,39,17
130,3,71,48,28
130,4,44,43,22
130,5,53,50,26
140,1,109,56,29
140,2,71,43,19
140,3,123,55,33
140,4,11,45,23
140,5,177,55,28
150,1,75,62,32
150,2,176,45,19
150,3,16,60,35
150,4,171,49,25
150,5,20,58,28
160,1,183,67,34
160,2,18,48,20
160,3,165,66,37
160,4,126,53,27
160,5,187,63,30
170,1,126,73,36
170,2,98,52,21
170,3,176,71,38
170,4,52,56,27
170,5,158,69,33
180,1,101,78,37
180,2,154,56,23
180,3,124,78,41
180,4,72,60,29
180,5,154,76,37
190,1,73,84,40
190,2,128,59,23
190,3,183,87,46
190,4,71,66,33
190,5,128,82,39
200,1,30,92,44
200,2,71,62,23
200,3,20,94,48
200,4,73,71,35
200,5,174,87,40
210,1,135,100,47
210,2,59,64,23
210,3,71,103,52
210,4,127,75,36
210,5,58,92,41
220,1,70,108,51
220,2,34,67,23
220,3,45,112,55
220,4,176,81,39
220,5,133,99,43
230,1,8,116,53
230,2,159,71,24
230,3,132,121,58
230,4,156,87,41
230,5,61,105,45
240,1,57,125,57
240,2,164,78,29
240,3,28,132,62
240,4,106,93,43
240,5,2,113,48
250,1,26,134,60
250,2,105,83,30
250,3,170,144,67
250,4,28,100,47
250,5,61,119,49
260,1,171,143,62
260,2,114,89,33
260,3,187,155,70
260,4,107,107,49
260,5,193,129,54
270,1,141,152,65
270,2,93,94,34
270,3,39,165,72
270,4,42,113,51
270,5,180,135,54
280,1,194,163,68
280,2,34,100,37
280,3,4,175,73
280,4,166,121,54
280,5,133,145,59
290,1,128,175,74
290,2,117,107,39
290,3,196,189,79
290,4,18,128,56
290,5,149,153,61
300,1,192,186,76
300,2,22,112,40
300,3,26,202,83
300,4,129,135,58
300,5,104,161,64
310,1,21,198,80
310,2,38,117,40
310,3,43,213,84
310,4,162,146,63
310,5,57,169,65
320,1,14,209,82
320,2,31,123,41
320,3,32,224,85
320,4,25,157,69
320,5,74,180,70
330,1,31,220,84
330,2,41,132,46
330,3,36,235,86
330,4,154,166,71
330,5,130,189,72
340,1,2,230,85
340,2,180,138,46
340,3,65,248,89
340,4,147,174,73
340,5,81,198,73
350,1,14,244,89
350,2,124,144,47
350,3,93,262,93
350,4,129,185,77
350,5,43,206,73
360,1,58,254,89
360,2,147,154,51
360,3,22,277,98
360,4,5,195,79
360,5,198,216,75
370,1,30,267,92
370,2,174,162,53
370,3,77,293,102
370,4,108,205,82
370,5,110,228,80
380,1,59,281,96
380,2,89,170,55
380,3,25,307,105
380,4,159,217,87
380,5,9,240,83
390,1,89,297,102
390,2,33,177,55
390,3,10,323,109
390,4,94,227,88
390,5,13,251,85
400,1,199,313,108
400,2,152,185,57
400,3,174,338,111
400,4,194,239,91
400,5,31,263,88
410,1,64,329,111
410,2,163,194,58
410,3,142,354,114
410,4,17,250,93
410,5,153,274,90
420,1,155,346,116
420,2,96,203,61
420,3,168,371,118
420,4,39,261,95
