Game Started: 2025-07-31_13-56-55
Turn,FactionID,Population,Soldiers,Territory
10,1,12,13,10
10,2,136,13,9
10,3,99,13,9
10,4,172,13,10
10,5,77,13,8
20,1,44,15,10
20,2,76,15,10
20,3,98,14,9
20,4,62,14,11
20,5,51,14,8
30,1,195,16,11
30,2,205,16,11
30,3,106,15,9
30,4,52,15,11
30,5,34,15,8
40,1,183,18,12
40,2,173,18,12
40,3,89,16,9
40,4,174,17,12
40,5,208,15,8
50,1,84,20,12
50,2,157,20,13
50,3,131,18,11
50,4,131,19,13
50,5,179,16,8
60,1,86,22,13
60,2,153,22,14
60,3,84,20,12
60,4,222,21,15
60,5,156,17,8
70,1,22,23,13
70,2,261,23,14
70,3,72,22,13
70,4,137,23,15
70,5,121,18,8
80,1,131,25,13
80,2,195,26,16
80,3,166,23,13
80,4,184,25,16
80,5,98,19,8
90,1,91,28,15
90,2,82,28,17
90,3,178,25,14
90,4,227,27,17
90,5,72,20,8
100,1,66,31,17
100,2,107,32,19
100,3,98,28,16
100,4,158,29,17
100,5,34,21,8
110,1,121,33,18
110,2,167,35,21
110,3,34,29,16
110,4,212,32,20
110,5,200,21,8
120,1,59,37,21
120,2,182,39,24
120,3,91,32,17
120,4,173,34,20
120,5,98,23,9
130,1,57,40,22
130,2,178,43,26
130,3,134,36,21
130,4,160,36,20
130,5,121,25,11
