Game Started: 2025-07-31_14-51-40
Turn,FactionID,Population,Soldiers,Territory
1650,2,171,668,36
1650,3,222,67,9
1650,4,156,860,49
1650,5,106,822,67
1660,1,28296,1007,116
1660,2,36,672,36
1660,3,212,68,9
1660,4,64,865,49
1660,5,146,829,67
1670,1,30894,1007,116
1670,2,151,677,36
1670,3,220,69,9
1670,4,182,871,49
1670,5,202,837,67
1680,1,33082,1008,117
1680,2,71,681,36
1680,3,226,70,9
1680,4,159,877,49
1680,5,218,844,67
1690,1,35665,1008,117
1690,2,147,686,36
1690,3,33,71,9
1690,4,84,882,49
1690,5,70,851,67
1700,1,37862,1009,118
1700,2,37,690,36
1700,3,40,72,9
1700,4,12,888,49
1700,5,83,858,67
1710,1,40082,1010,119
1710,2,175,695,36
1710,3,45,73,9
1710,4,134,894,49
1710,5,87,865,67
1720,1,29828,1000,121
1720,2,80,699,36
1720,3,35,74,9
1720,4,99,899,49
1720,5,144,872,67
1730,1,32539,1000,121
1730,2,199,704,36
1730,3,34,75,9
1730,4,29,905,49
1730,5,132,879,67
1740,1,34260,1000,122
1740,2,114,709,36
1740,3,39,76,9
1740,4,138,911,49
1740,5,109,886,67
1750,1,35290,1004,126
1750,2,3,713,36
1750,3,47,78,9
1750,4,96,916,49
1750,5,128,893,67
1760,1,36935,1007,129
1760,2,91,717,36
1760,3,58,79,9
1760,4,5,922,49
1760,5,137,900,67
1770,1,38912,1009,131
1770,2,159,722,36
1770,3,51,80,9
1770,4,123,928,49
1770,5,194,907,67
1780,1,41396,1010,132
1780,2,66,726,36
1780,3,53,81,9
1780,4,81,933,49
1780,5,222,915,67
1790,1,43490,1012,134
1790,2,8,731,36
1790,3,45,81,9
1790,4,36,939,49
1790,5,218,922,67
1800,1,46535,1012,134
1800,2,148,736,36
1800,3,54,83,9
1800,4,178,945,49
1800,5,221,929,67
1810,1,49045,1013,135
1810,2,80,740,36
1810,3,47,83,9
1810,4,80,950,49
1810,5,103,936,67
1820,1,50670,1016,138
1820,2,134,745,36
1820,3,47,84,9
1820,4,199,956,49
1820,5,127,937,67
1830,1,53259,1017,139
1830,2,54,749,36
1830,3,36,80,9
1830,4,136,962,49
1830,5,188,944,67
1840,1,56305,1017,139
1840,2,166,754,36
1840,3,37,81,9
1840,4,57,967,49
1840,5,207,944,67
1850,1,38300,997,141
1850,2,41,758,36
1850,3,42,82,9
1850,4,30,973,49
1850,5,232,952,67
1860,1,40103,1003,144
1860,2,127,763,36
1860,3,44,83,9
1860,4,174,979,49
1860,5,70,959,67
1870,1,41048,1008,149
1870,2,27,767,36
1870,3,45,84,9
1870,4,113,985,49
1870,5,121,966,67
1880,1,42461,1000,152
1880,2,101,772,36
1880,3,38,85,9
1880,4,18,990,49
1880,5,154,973,67
1890,1,44443,1003,155
1890,2,190,776,36
1890,3,217,86,9
1890,4,157,996,49
1890,5,220,981,67
1900,1,46603,1006,158
1900,2,103,781,36
1900,3,213,87,9
1900,4,497,1000,49
1900,5,71,988,67
1910,1,48714,1000,161
1910,2,23,785,36
1910,3,222,88,9
1910,4,258,1003,52
1910,5,112,995,67
1920,1,50006,1003,166
1920,2,124,790,36
1920,3,223,89,9
1920,4,527,1005,54
1920,5,755,1000,67
1930,1,53341,1004,167
1930,2,28,794,36
1930,3,223,90,9
1930,4,394,1008,57
1930,5,2156,1000,67
1940,1,56044,1006,169
1940,2,151,799,36
1940,3,213,91,9
1940,4,356,1011,60
1940,5,3575,1000,67
1950,1,59350,1007,170
1950,2,58,803,36
1950,3,207,92,9
1950,4,902,1013,62
1950,5,4986,1000,67
1960,1,62621,1008,171
1960,2,133,808,36
1960,3,214,93,9
1960,4,526,1017,66
1960,5,6413,1000,67
1970,1,64605,1003,175
1970,2,29,812,36
1970,3,214,94,9
1970,4,1677,1018,67
1970,5,7821,1000,67
1980,1,67597,1005,177
1980,2,156,817,36
1980,3,206,95,9
1980,4,2859,1019,68
1980,5,9267,1000,67
1990,1,70549,1007,179
1990,2,60,821,36
1990,3,203,88,9
1990,4,4503,1019,68
1990,5,10721,1000,67
2000,1,72795,1010,183
2000,2,174,826,36
2000,3,203,89,9
2000,4,6141,1019,68
2000,5,12171,1000,67
2010,1,76966,1010,183
2010,2,92,831,36
2010,3,211,90,9
2010,4,7800,1019,68
2010,5,13624,1000,67
2020,1,80207,1012,185
2020,2,25,835,36
2020,3,187,91,9
2020,4,9456,1019,68
2020,5,15033,1000,67
2030,1,83449,1014,187
2030,2,169,840,36
2030,3,194,85,9
2030,4,11072,1019,68
2030,5,16462,1000,67
2040,1,85314,1019,192
2040,2,88,845,36
2040,3,182,86,9
2040,4,12719,1019,68
2040,5,17907,1000,67
2050,1,88279,1022,195
2050,2,188,849,36
2050,3,165,87,9
2050,4,14366,1019,68
2050,5,19361,1000,67
2060,1,92828,1022,195
2060,2,98,854,36
2060,3,160,88,9
2060,4,15949,1019,68
2060,5,20821,1000,67
2070,1,97364,1022,195
2070,2,185,858,36
2070,3,163,89,9
2070,4,17604,1019,68
2070,5,22276,1000,67
2080,1,100876,1024,197
2080,2,63,862,36
2080,3,144,90,9
2080,4,19219,1019,68
2080,5,23731,1000,67
2090,1,104951,1025,198
2090,2,169,867,36
2090,3,147,91,9
2090,4,20872,1019,68
2090,5,25173,1000,67
2100,1,109037,1026,199
2100,2,92,872,36
2100,3,139,85,9
2100,4,22568,1019,68
2100,5,24972,1000,67
2110,1,113143,1027,200
2110,2,197,876,36
2110,3,133,86,9
2110,4,24225,1019,68
2110,5,26397,1000,67
2120,1,116813,1029,202
2120,2,96,881,36
2120,3,128,87,9
2120,4,25841,1019,68
2120,5,27813,1000,67
2130,1,121425,1029,202
2130,2,40,885,36
2130,3,135,88,9
2130,4,27483,1019,68
2130,5,29251,1000,67
2140,1,125566,1030,203
2140,2,132,890,36
2140,3,150,89,9
2140,4,29109,1019,68
2140,5,30659,1000,67
2150,1,129770,1031,204
2150,2,29,894,36
2150,3,154,90,9
2150,4,30751,1019,68
2150,5,32163,1000,67
2160,1,133987,1032,205
2160,2,103,899,36
2160,3,149,91,9
2160,4,32366,1019,68
2160,5,33567,1000,67
2170,1,138184,1033,206
2170,2,180,903,36
2170,3,154,92,9
2170,4,34023,1019,68
2170,5,35026,1000,67
2180,1,141937,1035,208
2180,2,63,907,36
2180,3,141,93,9
2180,4,35686,1019,68
2180,5,36496,1000,67
2190,1,146290,1036,209
2190,2,198,912,36
2190,3,144,94,9
2190,4,37319,1019,68
2190,5,37936,1000,67
2200,1,150659,1037,210
2200,2,81,917,36
2200,3,143,95,9
2200,4,38977,1019,68
2200,5,39428,1000,67
2210,1,153461,1039,214
2210,2,184,921,36
2210,3,144,96,9
2210,4,40604,1019,68
2210,5,40846,1000,67
2220,1,157376,1041,216
2220,2,73,925,36
2220,3,160,97,9
2220,4,42269,1019,68
2220,5,42257,1000,67
2230,1,162427,1041,216
2230,2,6,930,36
2230,3,149,98,9
2230,4,43895,1019,68
2230,5,43697,1000,67
2240,1,166892,1042,217
2240,2,77,934,36
2240,3,173,99,9
2240,4,45518,1019,68
2240,5,45162,1000,67
2250,1,171530,1043,218
2250,2,179,939,36
2250,3,192,100,9
2250,4,47173,1019,68
2250,5,46603,1000,67
2260,1,176608,1043,218
2260,2,72,943,36
2260,3,199,101,9
2260,4,48789,1019,68
2260,5,48026,1000,67
2270,1,181128,1044,219
2270,2,16,948,36
2270,3,203,102,9
2270,4,50474,1019,68
2270,5,49441,1000,67
2280,1,186269,1044,219
2280,2,109,953,36
2280,3,213,97,9
2280,4,52104,1019,68
2280,5,50891,1000,67
2290,1,191381,1044,219
2290,2,21,957,36
2290,3,207,98,9
2290,4,53689,1019,68
2290,5,52279,1000,67
2300,1,195968,1045,220
2300,2,109,962,36
2300,3,209,99,9
2300,4,55357,1019,68
2300,5,53748,1000,67
2310,1,201108,1045,220
2310,2,11,966,36
2310,3,196,100,9
2310,4,57005,1019,68
2310,5,55135,1000,67
2320,1,205123,1000,222
2320,2,122,971,36
2320,3,196,101,9
2320,4,58674,1019,68
2320,5,56581,1000,67
2330,1,210200,1000,222
2330,2,28,975,36
2330,3,207,102,9
2330,4,60317,1019,68
2330,5,58002,1000,67
2340,1,215357,1000,222
2340,2,138,980,36
2340,3,203,103,9
2340,4,62060,1019,68
2340,5,59446,1000,67
2350,1,220434,1000,222
2350,2,14,984,36
2350,3,206,104,9
2350,4,63703,1019,68
2350,5,60871,1000,67
2360,1,225528,1000,222
2360,2,117,989,36
2360,3,206,105,9
2360,4,65356,1019,68
2360,5,62317,1000,67
2370,1,230617,1000,222
2370,2,14,993,36
2370,3,194,106,9
2370,4,67032,1019,68
2370,5,63727,1000,67
2380,1,235252,1001,223
2380,2,143,998,36
2380,3,181,107,9
2380,4,68717,1019,68
2380,5,65142,1000,67
2390,1,240377,1001,223
2390,2,646,1000,36
2390,3,186,108,9
2390,4,70381,1019,68
2390,5,66549,1000,67
2400,1,244552,1003,225
2400,2,471,1002,38
2400,3,182,109,9
2400,4,72041,1019,68
2400,5,67931,1000,67
2410,1,249240,1004,226
2410,2,269,1004,40
2410,3,181,110,9
2410,4,73673,1019,68
2410,5,69323,1000,67
2420,1,252067,1000,227
2420,2,133,1006,42
2420,3,178,111,9
2420,4,75279,1019,68
2420,5,70708,1000,67
2430,1,256576,1000,228
2430,2,589,1007,43
2430,3,189,105,9
2430,4,76974,1019,68
2430,5,70950,1000,67
2440,1,261759,1000,228
2440,2,523,1009,45
2440,3,182,106,9
2440,4,78619,1019,68
2440,5,72367,1000,67
2450,1,267029,1000,228
2450,2,520,1011,47
2450,3,178,107,9
2450,4,80243,1019,68
2450,5,73746,1000,67
2460,1,272260,1000,228
2460,2,586,1013,49
2460,3,169,103,9
2460,4,81929,1019,68
2460,5,75220,1000,67
2470,1,276887,1001,229
2470,2,770,1015,51
2470,3,159,104,9
2470,4,83524,1019,68
2470,5,76658,1000,67
2480,1,281108,1003,231
2480,2,890,1017,53
2480,3,166,105,9
2480,4,85161,1019,68
2480,5,78145,1000,67
2490,1,285867,1002,232
2490,2,540,1020,56
2490,3,169,106,9
2490,4,86782,1019,68
2490,5,79598,1000,67
2500,1,291215,1002,232
2500,2,198,1023,59
2500,3,173,107,9
2500,4,88419,1019,68
2500,5,81051,1000,67
Game Over. Winner: Faction 1 (Time Over)
