Game Started: 2025-07-31_13-41-32
Turn,FactionID,Population,Soldiers,Territory
10,1,148,7,19
10,2,119,7,19
10,3,118,7,19
10,4,127,7,19
10,5,126,7,19
20,1,42,10,39
20,2,96,11,39
20,3,1,10,39
20,4,195,10,39
20,5,37,10,39
30,1,136,15,59
30,2,33,16,59
30,3,171,16,59
30,4,56,15,59
30,5,108,15,59
40,1,9,24,85
40,2,60,24,79
40,3,136,23,79
40,4,191,23,79
40,5,82,23,79
50,1,90,36,115
50,2,103,34,99
50,3,122,33,99
50,4,109,32,99
50,5,130,33,100
60,1,141,51,145
60,2,33,46,122
60,3,48,45,128
60,4,45,44,128
60,5,45,46,129
70,1,25,71,199
70,2,109,62,158
70,3,151,61,172
70,4,150,60,158
70,5,57,64,169
80,1,60,97,244
80,2,20,84,230
80,3,177,84,251
80,4,133,82,229
80,5,103,87,233
90,1,578,129,357
90,2,250,114,335
90,3,269,116,363
90,4,892,110,339
90,5,600,115,271
100,1,714,177,481
100,2,411,159,467
100,3,277,162,466
100,4,1055,154,436
100,5,473,148,293
110,1,799,240,572
110,2,261,215,508
110,3,271,218,540
110,4,1259,206,477
110,5,549,183,294
120,1,910,310,611
120,2,440,273,517
120,3,413,280,563
120,4,1183,262,498
120,5,478,217,294
130,1,1020,384,617
130,2,310,333,517
130,3,313,344,569
130,4,1125,319,498
130,5,570,252,294
140,1,1070,456,617
140,2,325,392,517
140,3,357,409,569
140,4,1205,375,498
140,5,468,286,294
150,1,1027,530,617
150,2,384,450,517
150,3,313,474,569
150,4,1111,432,500
150,5,499,321,294
160,1,1052,603,617
160,2,434,509,517
160,3,299,538,569
160,4,1250,489,500
160,5,565,355,294
170,1,891,676,618
170,2,293,569,517
170,3,370,604,571
170,4,1149,546,500
170,5,533,389,294
180,1,954,750,618
180,2,301,628,517
180,3,275,663,571
180,4,1266,604,500
180,5,507,423,294
190,1,979,823,618
190,2,375,687,517
190,3,291,728,571
190,4,1089,661,500
190,5,441,456,294
200,1,879,894,619
200,2,301,746,517
200,3,425,789,570
200,4,1263,718,500
200,5,564,491,294
210,1,943,956,618
210,2,403,804,517
210,3,300,851,571
210,4,1229,775,500
210,5,540,525,294
220,1,5429,1000,619
220,2,418,864,517
220,3,319,898,570
220,4,1218,831,500
220,5,445,559,294
230,1,16473,1000,619
230,2,440,922,517
230,3,315,956,570
230,4,1274,889,500
230,5,630,593,294
240,1,28145,1000,617
240,2,288,982,517
240,3,4582,1000,572
240,4,1246,946,500
240,5,540,628,294
250,1,42519,1000,617
250,2,9664,1000,517
250,3,17619,1000,572
250,4,2853,1000,500
250,5,586,662,294
260,1,54601,1000,618
260,2,21547,1000,517
260,3,30044,1000,571
260,4,14334,1000,500
260,5,452,696,294
270,1,67328,1000,619
270,2,33398,1000,517
270,3,42231,1000,570
270,4,25659,1000,500
270,5,481,730,294
280,1,78537,1000,617
280,2,45194,1000,517
280,3,53605,1000,572
280,4,37033,1000,500
280,5,447,764,294
290,1,89689,1000,618
290,2,56871,1000,517
290,3,65038,1000,571
290,4,48414,1000,500
290,5,567,799,294
300,1,101923,1000,617
300,2,68658,1000,517
300,3,75551,1000,572
300,4,59736,1000,500
300,5,576,833,294
310,1,114779,1000,616
310,2,80381,1000,517
310,3,87975,1000,573
310,4,71191,1000,500
310,5,502,867,294
320,1,125561,1000,617
320,2,92160,1000,517
320,3,97448,1000,572
320,4,82561,1000,500
320,5,459,901,294
330,1,140057,1000,617
330,2,104003,1000,517
330,3,110687,1000,572
330,4,93817,1000,500
330,5,506,935,294
340,1,154589,1000,617
340,2,115733,1000,517
340,3,123967,1000,572
340,4,105287,1000,500
340,5,483,969,294
350,1,169213,1000,617
350,2,127549,1000,517
350,3,135071,1000,572
350,4,116635,1000,500
350,5,1953,1000,294
360,1,182820,1000,616
360,2,139338,1000,517
360,3,147947,1000,573
360,4,127995,1000,500
360,5,8858,1000,294
370,1,197215,1000,616
370,2,151123,1000,517
370,3,161203,1000,573
370,4,139374,1000,500
370,5,15638,1000,294
380,1,211803,1000,616
380,2,162985,1000,517
380,3,174346,1000,573
380,4,150785,1000,500
380,5,22436,1000,294
390,1,226374,1000,616
390,2,174794,1000,517
390,3,187580,1000,573
390,4,162352,1000,500
390,5,29291,1000,294
400,1,240495,1000,617
400,2,186566,1000,517
400,3,199674,1000,572
400,4,173803,1000,500
400,5,36132,1000,294
410,1,253603,1000,616
410,2,198455,1000,517
410,3,212341,1000,573
410,4,185232,1000,500
410,5,42950,1000,294
420,1,268043,1000,616
420,2,210297,1000,517
420,3,225641,1000,573
420,4,196532,1000,500
420,5,49771,1000,294
430,1,282539,1000,616
430,2,222127,1000,517
430,3,238915,1000,573
430,4,207874,1000,500
430,5,56595,1000,294
440,1,296991,1000,616
440,2,233988,1000,517
440,3,252145,1000,573
440,4,219334,1000,500
440,5,63455,1000,294
450,1,311480,1000,616
450,2,245872,1000,517
450,3,265346,1000,573
450,4,230886,1000,500
450,5,70310,1000,294
460,1,325970,1000,616
460,2,257558,1000,517
460,3,278556,1000,573
460,4,242269,1000,500
460,5,77226,1000,294
