Game Started: 2025-07-31_13-14-48
Turn, FactionID, Population, Soldiers, Territory
760, 1, 475, 324, 66
760, 2, 358, 358, 55
760, 3, 153, 422, 59
760, 4, 380, 398, 58
760, 5, 259, 319, 50
770, 1, 523, 346, 69
770, 2, 372, 377, 59
770, 3, 230, 441, 60
770, 4, 510, 416, 60
770, 5, 414, 336, 55
780, 1, 448, 369, 70
780, 2, 333, 395, 60
780, 3, 251, 461, 63
780, 4, 501, 436, 62
780, 5, 409, 353, 58
790, 1, 471, 392, 72
790, 2, 266, 415, 63
790, 3, 271, 482, 67
790, 4, 541, 456, 64
790, 5, 305, 373, 59
800, 1, 496, 416, 74
800, 2, 444, 435, 64
800, 3, 201, 503, 68
800, 4, 616, 477, 67
800, 5, 379, 393, 63
810, 1, 475, 440, 75
810, 2, 343, 456, 66
810, 3, 277, 526, 69
810, 4, 651, 500, 73
810, 5, 540, 414, 68
820, 1, 469, 465, 78
820, 2, 385, 478, 70
820, 3, 337, 548, 71
820, 4, 671, 524, 74
820, 5, 542, 437, 71
830, 1, 504, 490, 79
830, 2, 452, 501, 73
830, 3, 282, 572, 75
830, 4, 531, 549, 78
830, 5, 370, 460, 73
840, 1, 485, 516, 83
840, 2, 441, 526, 76
840, 3, 333, 597, 79
840, 4, 498, 575, 80
840, 5, 391, 484, 74
850, 1, 495, 545, 87
850, 2, 387, 551, 77
850, 3, 270, 622, 84
850, 4, 512, 601, 82
850, 5, 380, 508, 77
860, 1, 501, 573, 91
860, 2, 279, 576, 79
860, 3, 249, 650, 87
860, 4, 619, 628, 83
860, 5, 382, 534, 82
870, 1, 399, 603, 92
870, 2, 460, 602, 80
870, 3, 251, 679, 88
870, 4, 606, 655, 89
870, 5, 462, 560, 83
880, 1, 406, 633, 93
880, 2, 443, 629, 82
880, 3, 242, 708, 90
880, 4, 707, 685, 93
880, 5, 382, 588, 89
890, 1, 532, 662, 93
890, 2, 289, 656, 85
890, 3, 222, 738, 91
890, 4, 843, 715, 96
890, 5, 467, 617, 93
900, 1, 629, 692, 94
900, 2, 299, 685, 91
900, 3, 241, 768, 94
900, 4, 777, 747, 98
900, 5, 652, 647, 96
910, 1, 509, 724, 97
910, 2, 493, 715, 97
910, 3, 283, 799, 100
910, 4, 768, 779, 99
910, 5, 636, 679, 99
920, 1, 572, 756, 98
920, 2, 410, 747, 99
920, 3, 383, 833, 103
920, 4, 736, 812, 102
920, 5, 594, 712, 102
930, 1, 566, 788, 99
930, 2, 467, 779, 100
930, 3, 432, 866, 103
930, 4, 758, 846, 107
930, 5, 661, 745, 106
940, 1, 556, 820, 101
940, 2, 462, 812, 103
940, 3, 262, 900, 107
940, 4, 827, 882, 113
940, 5, 571, 779, 108
950, 1, 582, 854, 104
950, 2, 535, 846, 106
950, 3, 378, 936, 109
950, 4, 793, 919, 114
950, 5, 600, 815, 111
960, 1, 577, 888, 106
960, 2, 433, 881, 114
960, 3, 341, 971, 112
960, 4, 801, 956, 119
960, 5, 653, 853, 113
970, 1, 593, 923, 110
970, 2, 560, 920, 122
970, 3, 418, 1008, 115
970, 4, 704, 996, 124
970, 5, 531, 890, 116
980, 1, 507, 959, 117
980, 2, 539, 959, 124
980, 3, 341, 1047, 119
980, 4, 745, 1036, 125
980, 5, 600, 928, 120
990, 1, 501, 998, 119
990, 2, 438, 999, 124
990, 3, 445, 1086, 125
990, 4, 952, 1076, 127
990, 5, 654, 967, 122
1000, 1, 497, 1037, 122
1000, 2, 487, 1040, 129
1000, 3, 341, 1128, 128
1000, 4, 995, 1118, 133
1000, 5, 585, 1007, 124
Game Over. Winner: Faction 4 (Time Over)
