Game Started: 2025-07-31_13-29-00
Turn,FactionID,Population,Soldiers,Territory
670,5,25,649,194
680,1,713,664,363
680,2,380,663,512
680,3,314,658,458
680,4,356,665,224
680,5,72,659,194
690,1,784,674,363
690,2,413,673,512
690,3,303,668,460
690,4,291,675,224
690,5,55,669,194
700,1,647,684,363
700,2,458,683,512
700,3,169,678,461
700,4,308,685,224
700,5,45,679,194
710,1,802,694,363
710,2,358,693,512
710,3,144,688,462
710,4,378,695,224
710,5,137,689,195
720,1,815,704,363
720,2,433,703,512
720,3,191,698,462
720,4,399,705,224
720,5,87,699,195
730,1,667,714,363
730,2,378,713,513
730,3,237,708,469
730,4,379,715,224
730,5,71,709,195
740,1,635,724,363
740,2,392,723,513
740,3,206,718,469
740,4,324,725,224
740,5,27,719,195
750,1,822,734,363
750,2,477,733,513
750,3,228,728,469
750,4,327,735,224
750,5,67,729,195
760,1,791,744,363
760,2,289,743,513
760,3,176,738,470
760,4,282,738,224
760,5,152,739,195
770,1,683,754,363
770,2,299,753,513
770,3,278,748,470
770,4,385,748,224
770,5,110,749,195
780,1,810,764,363
780,2,441,763,513
780,3,138,758,470
780,4,465,758,224
780,5,101,759,195
790,1,724,774,363
790,2,426,773,513
790,3,158,768,470
790,4,449,768,224
790,5,161,769,195
800,1,719,784,363
800,2,300,783,514
800,3,190,778,470
800,4,393,778,224
800,5,35,779,195
810,1,733,794,363
810,2,377,793,524
810,3,161,788,473
810,4,463,788,224
810,5,190,789,195
820,1,699,804,363
820,2,526,803,534
820,3,303,798,483
820,4,387,798,224
820,5,8,799,195
830,1,788,814,363
830,2,466,813,544
830,3,137,808,493
830,4,469,808,224
830,5,155,809,195
840,1,710,824,363
840,2,480,823,554
840,3,274,818,503
840,4,394,818,224
840,5,129,819,195
850,1,729,834,363
850,2,493,833,564
850,3,253,828,506
850,4,394,828,224
850,5,161,829,195
860,1,828,844,363
860,2,417,843,574
860,3,253,838,519
860,4,293,838,224
860,5,114,839,195
870,1,676,854,363
870,2,367,853,584
870,3,197,843,528
870,4,474,846,225
870,5,61,849,195
880,1,679,864,363
880,2,474,863,597
880,3,239,853,538
880,4,418,855,227
880,5,167,856,193
890,1,639,874,363
890,2,468,873,598
890,3,202,863,548
890,4,390,865,227
890,5,34,866,193
900,1,807,884,363
900,2,444,883,598
900,3,146,873,548
900,4,394,875,227
900,5,69,876,193
910,1,778,894,363
910,2,466,893,598
910,3,313,883,548
910,4,410,885,227
910,5,148,886,193
920,1,774,904,363
920,2,533,903,598
920,3,312,893,548
920,4,413,895,227
920,5,164,896,193
930,1,736,914,363
930,2,422,913,598
930,3,173,903,548
930,4,405,905,227
930,5,130,906,193
940,1,788,924,363
940,2,436,923,598
940,3,187,913,553
940,4,344,915,227
940,5,66,916,194
950,1,705,934,363
950,2,474,933,598
950,3,244,923,554
950,4,309,925,227
950,5,60,926,194
960,1,745,944,363
960,2,338,943,598
960,3,220,933,554
960,4,392,935,227
960,5,148,936,194
970,1,726,954,362
970,2,461,953,598
970,3,208,943,554
970,4,447,945,228
970,5,93,946,194
980,1,702,964,362
980,2,429,963,598
980,3,277,953,554
980,4,301,955,228
980,5,28,956,194
990,1,727,974,362
990,2,508,973,598
990,3,289,963,554
990,4,326,965,228
990,5,40,966,194
1000,1,780,984,362
1000,2,379,983,598
1000,3,325,973,554
1000,4,468,975,228
1000,5,167,976,194
Game Over. Winner: Faction 2 (Time Over)
