Game Started: 2025-07-31_14-47-14
Turn,FactionID,Population,Soldiers,Territory
420,4,107,118,25
420,5,157,93,23
430,1,88,92,20
430,2,46,116,21
430,3,41,44,11
430,4,37,120,25
430,5,180,95,23
440,1,99,94,20
440,2,179,119,21
440,3,5,44,11
440,4,184,123,25
440,5,0,97,23
450,1,116,96,20
450,2,127,122,21
450,3,156,45,11
450,4,116,126,25
450,5,21,99,23
460,1,120,98,20
460,2,39,124,21
460,3,116,46,11
460,4,69,129,25
460,5,28,101,23
470,1,130,100,20
470,2,165,127,21
470,3,77,47,11
470,4,11,131,25
470,5,68,104,23
480,1,153,102,20
480,2,75,130,21
480,3,32,48,11
480,4,162,134,25
480,5,94,106,23
490,1,158,104,20
490,2,197,132,21
490,3,170,48,11
490,4,110,137,25
490,5,113,108,23
500,1,156,106,20
500,2,100,135,21
500,3,116,49,11
500,4,63,140,25
500,5,129,110,23
510,1,167,108,20
510,2,42,137,21
510,3,54,50,11
510,4,19,142,25
510,5,149,112,23
520,1,162,110,20
520,2,147,140,21
520,3,6,50,11
520,4,147,145,25
520,5,150,114,23
530,1,162,112,20
530,2,89,143,21
530,3,164,51,11
530,4,96,148,25
530,5,173,116,23
540,1,174,114,20
540,2,24,145,21
540,3,125,52,11
540,4,49,150,25
540,5,192,118,23
550,1,174,116,20
550,2,147,148,21
550,3,69,53,11
550,4,12,153,25
550,5,196,120,23
560,1,170,118,20
560,2,51,151,21
560,3,33,54,11
560,4,158,156,25
560,5,22,122,23
570,1,179,120,20
570,2,12,153,21
570,3,186,54,11
570,4,70,159,25
570,5,53,125,23
580,1,179,122,20
580,2,144,156,21
580,3,141,55,11
580,4,29,161,25
580,5,63,127,23
590,1,180,124,20
590,2,68,159,21
590,3,86,56,11
590,4,156,164,25
590,5,75,129,23
600,1,195,126,20
600,2,180,161,21
600,3,34,57,11
600,4,111,167,25
600,5,93,131,23
610,1,13,128,20
610,2,79,164,21
610,3,183,57,11
610,4,58,170,25
610,5,107,133,23
620,1,12,130,20
620,2,44,166,21
620,3,134,58,11
620,4,25,172,25
620,5,134,135,23
630,1,31,132,20
630,2,177,169,21
630,3,84,59,11
630,4,169,175,25
630,5,147,137,23
640,1,34,134,20
640,2,95,172,21
640,3,41,60,11
640,4,128,178,25
640,5,169,139,23
650,1,37,136,20
650,2,45,174,21
650,3,195,60,11
650,4,120,181,25
650,5,2,141,23
660,1,69,139,20
660,2,149,177,21
660,3,158,61,11
660,4,88,184,25
660,5,35,143,23
