Game Started: 2025-07-31_13-44-00
Turn,FactionID,Population,Soldiers,Territory
260,1,230,51,19
260,2,314,38,12
260,3,232,40,14
260,4,238,58,21
260,5,52,38,11
270,1,149,53,20
270,2,278,40,13
270,3,305,41,14
270,4,148,61,21
270,5,68,39,11
280,1,322,56,21
280,2,279,42,14
280,3,225,44,16
280,4,282,63,21
280,5,92,40,11
290,1,165,59,22
290,2,415,44,16
290,3,212,47,18
290,4,142,68,24
290,5,95,41,11
300,1,205,63,23
300,2,341,46,16
300,3,253,50,20
300,4,167,72,26
300,5,140,43,13
310,1,245,66,24
310,2,401,48,17
310,3,142,53,22
310,4,128,77,29
310,5,9,44,13
320,1,234,69,24
320,2,161,52,19
320,3,251,57,24
320,4,262,81,31
320,5,79,46,13
330,1,213,72,24
330,2,329,53,19
330,3,190,63,29
330,4,96,86,33
330,5,155,47,13
340,1,183,74,24
340,2,311,55,19
340,3,177,67,30
340,4,287,90,33
340,5,29,48,13
350,1,158,77,24
350,2,280,57,19
350,3,114,71,32
350,4,217,95,34
350,5,17,50,14
360,1,155,80,24
360,2,256,58,19
360,3,152,75,33
360,4,182,100,35
360,5,109,52,14
370,1,309,83,24
370,2,241,60,19
370,3,229,80,34
370,4,249,105,37
370,5,126,54,15
380,1,282,86,24
380,2,242,62,19
380,3,220,85,36
380,4,255,110,38
380,5,47,56,15
390,1,264,89,24
390,2,429,64,19
390,3,140,89,37
390,4,119,115,39
390,5,176,57,15
400,1,236,92,24
400,2,420,66,19
400,3,206,95,39
400,4,237,121,40
400,5,198,59,16
410,1,217,95,24
410,2,405,68,19
410,3,128,102,43
410,4,147,126,41
410,5,30,61,17
420,1,206,98,24
420,2,413,70,19
420,3,294,107,45
420,4,238,134,45
420,5,92,64,18
430,1,185,100,24
430,2,402,72,19
430,3,299,112,45
430,4,213,142,51
430,5,56,66,18
440,1,318,103,24
440,2,394,74,19
440,3,133,119,47
440,4,288,150,53
440,5,170,69,21
450,1,279,106,24
450,2,378,76,19
450,3,220,124,47
450,4,115,158,56
450,5,13,71,21
460,1,244,109,24
460,2,366,78,19
460,3,126,129,47
460,4,198,167,59
460,5,56,74,21
470,1,206,112,24
470,2,356,80,19
470,3,222,135,47
470,4,167,175,62
470,5,91,76,21
480,1,167,114,24
480,2,379,82,19
480,3,294,140,47
480,4,221,184,65
480,5,158,79,23
490,1,330,117,24
490,2,352,84,19
490,3,204,145,47
490,4,170,194,68
490,5,182,82,24
500,1,317,120,24
500,2,320,86,19
500,3,301,151,47
500,4,215,205,73
500,5,201,85,25
510,1,307,123,24
510,2,315,88,19
510,3,206,157,47
510,4,212,215,75
510,5,44,88,26
520,1,291,126,24
520,2,281,90,19
520,3,302,162,47
520,4,129,225,76
520,5,114,92,27
530,1,263,129,24
530,2,274,91,19
530,3,261,168,47
530,4,119,237,81
530,5,9,95,28
540,1,239,132,24
540,2,253,93,19
540,3,140,173,47
540,4,287,248,84
540,5,153,99,29
550,1,192,134,24
550,2,265,95,19
550,3,236,179,47
550,4,275,261,87
550,5,184,102,29
560,1,159,137,24
560,2,272,97,19
560,3,121,184,47
560,4,328,271,88
560,5,14,105,29
570,1,317,140,24
570,2,260,99,19
570,3,238,190,47
570,4,273,285,93
570,5,63,109,31
580,1,283,143,24
580,2,258,101,19
580,3,143,195,47
580,4,153,300,98
580,5,196,115,35
590,1,250,146,24
590,2,239,103,19
590,3,247,201,47
590,4,201,314,102
590,5,177,119,35
600,1,225,149,24
600,2,428,105,19
600,3,170,206,47
600,4,199,328,105
600,5,182,124,37
610,1,181,151,24
610,2,396,107,19
610,3,225,212,47
610,4,347,342,109
610,5,187,128,37
620,1,147,154,24
620,2,396,109,19
620,3,131,217,47
620,4,278,359,115
620,5,169,134,40
630,1,324,157,24
630,2,382,111,19
630,3,187,222,47
630,4,264,376,121
630,5,83,139,42
640,1,306,160,24
640,2,354,113,19
640,3,285,228,47
640,4,318,392,125
640,5,59,145,44
650,1,264,163,24
650,2,357,115,19
650,3,187,233,47
650,4,247,408,127
650,5,108,153,48
660,1,246,166,24
660,2,315,117,19
660,3,278,239,47
660,4,211,423,129
660,5,71,158,49
670,1,206,169,24
670,2,300,119,19
670,3,184,244,47
670,4,265,441,133
670,5,108,163,49
680,1,174,171,24
680,2,299,121,19
680,3,295,250,47
680,4,244,459,139
680,5,194,170,51
690,1,324,174,24
690,2,285,123,19
690,3,181,255,47
690,4,323,477,141
690,5,64,177,54
700,1,310,177,24
700,2,289,125,19
700,3,290,261,47
700,4,271,495,145
700,5,61,183,54
710,1,291,180,24
710,2,278,127,19
710,3,209,266,47
710,4,179,516,150
710,5,15,190,55
720,1,249,183,24
720,2,269,128,19
720,3,305,272,47
720,4,271,535,155
720,5,59,196,55
730,1,210,186,24
730,2,270,130,19
730,3,192,277,47
730,4,349,556,160
730,5,120,203,57
740,1,158,188,24
740,2,257,132,19
740,3,251,283,47
740,4,231,577,165
740,5,62,210,58
750,1,320,191,24
750,2,425,134,19
750,3,192,288,47
750,4,323,598,170
750,5,148,218,60
760,1,297,194,24
760,2,417,136,19
760,3,279,294,47
760,4,385,621,177
760,5,49,227,65
770,1,273,197,24
770,2,407,138,19
770,3,161,299,47
770,4,238,644,180
770,5,90,235,67
780,1,232,200,24
780,2,375,140,19
780,3,267,305,47
780,4,242,668,186
780,5,136,243,69
790,1,199,191,23
790,2,282,132,20
790,3,153,310,47
790,4,338,691,190
790,5,76,253,73
800,1,276,194,24
800,2,277,133,19
800,3,225,316,47
800,4,413,714,193
800,5,142,261,74
810,1,241,197,24
810,2,265,135,19
810,3,144,321,47
810,4,287,738,197
810,5,18,270,75
820,1,200,199,24
820,2,242,137,19
820,3,224,327,47
820,4,433,765,204
820,5,167,278,75
830,1,160,202,24
830,2,238,139,19
830,3,124,332,47
830,4,367,790,207
830,5,65,287,78
840,1,340,205,24
840,2,238,141,19
840,3,183,337,47
840,4,307,815,211
840,5,185,297,80
850,1,318,208,24
850,2,266,143,19
850,3,265,343,47
850,4,412,844,219
850,5,190,307,83
